user_id,item_id
102767670,107153903
128289511,325246588
10765825,82335787
97181356,336944188
78354424,23832645
72181751,131270804
25515014,56338873
17048049,40972197
109613455,45219127
74405788,194400529
111768420,162388880
110007607,21404978
98798352,258583
64896456,220436274
94489517,85794087
69410546,140000262
131565054,40605970
85178050,71480742
11119577,174016012
18245913,38633262
59691950,106803580
120305341,276935287
36738292,257688780
125316855,203391190
28694278,226679472
107102683,86871280
90720609,278506941
128289511,116663298
118635428,197757650
120305341,166385385
120305341,286385973
14735918,345868467
118986002,272008508
104732482,135022821
48270094,377930468
33956784,322148210
120305341,49718239
51013339,354432714
7956207,304278269
110710438,361118087
111909694,43051954
70012916,285057568
125316855,325188710
100078685,326090192
68285359,184332395
125316855,248766313
42031986,162723604
111695487,41730375
51013339,116437764
74405788,141007108
32831611,226655923
90378059,29378157
24029586,75670232
27840504,260826532
31850208,284272461
111768420,321907054
42982005,105022957
116723232,302182482
75971112,279253404
109005178,363716944
59567091,365008368
100968525,133190814
38699008,251133704
29476135,259102298
2272401,176840086
125227357,31521854
87942719,281019076
6079735,244123960
2272401,114102982
52610714,188439341
12730285,132644194
111850848,261481160
48270094,355329770
140423268,124641339
120305341,126007808
48885147,50451830
124992372,41724156
38915660,84314559
98367095,293584587
87942719,390180483
142073213,116399786
138390959,66840432
116349225,404335559
28975138,259648257
74875775,220436274
142073213,203974062
22125304,262490997
24029586,363710908
118986002,330965675
68285359,337314820
35941637,46610465
140423268,2668081
83954147,85299256
93383888,55474770
28462928,377430663
3162324,195950290
15503033,368200234
35205411,130148210
125871904,144207739
93383888,130301922
217996,16049174
12730285,190245564
16711679,300176476
115299510,185037607
66924694,71215878
98832840,224531143
54691351,252673709
36738292,153361374
129141421,366981656
33245877,74118007
124992372,366121078
101250285,395074329
49003690,147440856
111768420,360580782
70503301,99972412
134424507,49356704
115757977,19594486
45519798,13000660
109613455,112029869
189833,81769723
142376113,191655046
70012916,204680146
96343297,386835749
138337202,79353751
110007607,78138380
45616833,265402466
75547524,399753848
7277182,70948976
96356617,71754762
109179391,138111309
14735918,295874191
125316855,191338193
6079735,319890565
114493153,241747167
65305165,14347060
19442807,315330832
111768420,149553077
27840504,310623777
109016093,398105124
28086954,83719567
124992372,85759904
131785898,196070402
127641352,135451478
135934881,348605103
98367095,269901564
79505279,87544640
45069561,400569854
124063835,136052002
7277182,346782512
7277182,33521873
45519798,295918786
54691351,95106854
17048049,250829375
118635428,80226568
3162324,353427833
128289511,133277031
125871904,12993091
17264043,224523986
93232203,92700895
84517694,394641126
110007607,145643113
92454730,403415892
3162324,171765659
74405788,323632118
22125304,51219298
87229516,279696217
131785898,88646085
45519798,317805791
52512070,348349523
70012916,21616363
137413051,39995204
96356617,170483728
142376113,209898502
12730285,195166440
65698133,321485654
125316855,188987983
98798352,259852382
96343297,297924931
131565054,26848380
111768420,70296685
96356617,229216553
124992372,153944267
33956784,178908000
116264632,152402987
65886056,221553316
17048049,90395886
36738292,397619999
72703245,313891623
15381495,149886779
54691351,147735839
142376113,288663424
59567091,140564983
63823409,337616433
22509276,220436274
104997704,130035071
81506172,167822567
48270094,287824233
19338057,311674876
107102683,285835534
18245913,170656413
96343297,278684876
54691351,379579385
93383888,389987169
138390959,145668358
54691351,404349541
29226661,206712135
125316855,364135368
12796196,343575787
95721550,170803715
12730285,185287499
100011562,286297354
98798352,138330683
130499060,224967777
111850848,39091119
120305341,203040432
22841491,227426201
83954147,188978106
90720609,131561111
72181751,313265085
54691351,384150962
24029586,321321245
76352172,46835546
33660702,8309597
100397503,43249679
142376113,141496173
68709423,157740204
54691351,340255777
133680584,139267311
93383888,32643649
109597580,181843339
69152695,303205878
99027668,188380493
54691351,374148526
138301582,137193955
109613455,292386589
98798352,219859019
124063835,62964370
117262198,224688238
96343297,144432193
96356617,353172572
125316855,184206268
100968525,312979257
72820368,307062641
35941637,288162603
59779793,7754590
6064746,215043338
16711679,104971273
76352172,192537350
81157363,277827970
96356617,251915100
118986002,227595929
7277182,49002319
109613455,95377573
76352172,128907575
48505064,340649029
82245480,24469930
83954147,208599979
120305341,362441436
24029586,199653348
128289511,107232663
189833,2911237
54691351,234201377
124259296,310818983
87942719,36849883
118986002,296607838
131785898,59575160
128289511,8303636
87942719,391480307
2896763,340589263
17048049,208382055
128289511,280420675
118635428,362242946
15642495,62858944
120305341,22022092
83954147,256634084
118095983,104821990
40081301,167955349
95721550,341556925
109613455,82540475
96343297,128182796
33956784,135290167
28948171,265400515
10765825,86926990
24029586,27604851
120305341,174897531
93207382,166859141
45069561,356697285
128289511,196927450
59659116,55639479
120305341,74438920
9996155,48340683
17677320,165561606
47735893,87016467
140257001,27139830
72820368,111511724
19704074,140000262
43300693,112822836
14012650,132818455
123963959,326181671
70012916,106385751
92020710,153322132
72295163,110324554
62989173,154826427
17048049,229101341
125871904,317736613
7277182,365340027
134479240,296583757
120305341,397652066
94489517,385466119
7956207,385682890
15171548,373541307
83954147,145367127
68961612,28242314
120305341,289899078
15642495,8822143
70503301,134753423
83954147,241142875
36738292,88009290
4286657,165101425
99418963,304504864
35941637,192203766
128050388,78848468
81960712,211190134
69255232,139503169
15381495,306804548
104732482,108063054
36738292,197587721
72181751,222242022
105313845,213985610
17878712,71887861
17432120,273670148
16711679,345878749
48505064,185706123
100011562,272986399
22841491,44762487
66924694,89746771
42085231,393778558
120305341,95926279
141187200,124812286
2896763,190228780
106937011,345411809
33797179,315600202
134294014,199550385
27820493,391497279
122338823,95875607
118635428,270200836
38699008,239333482
123963959,195200646
84875269,148999770
19338057,384399922
34795094,121864044
104014368,106445762
109613455,194618301
111768420,111456101
6228124,318326423
87942719,355202109
47735893,339995055
117262198,178537981
111695487,101459563
83954147,77238010
120305341,220359325
65305165,293797051
38699008,343744895
6079735,368246578
40364499,354098170
140423268,318897792
118986002,72594736
102825286,150511996
83954147,145277061
45519798,207960106
104732482,302010164
39980640,257987646
111850848,378255890
93888171,165430502
14735918,194213497
107857272,244792676
45069561,155604493
12605760,79173626
72181751,88929080
118986002,54960667
18245913,222938328
87942719,10563085
47106355,162254943
109179391,374195645
68961612,307687443
45660059,167822567
111768420,144850064
12730285,284444704
87942719,60710911
45616833,327394184
87942719,138330683
125871904,255729783
48270094,218415196
42085231,305785183
6435793,53710269
134424507,215125746
109823995,278232176
71702944,35747142
128289511,337646104
27840504,345918237
4755159,351264201
66976532,264469913
90378059,166057443
46010609,134884577
2910556,219769537
138390959,120085259
54691351,82062962
105969268,65374846
61664752,205119792
69152695,374214353
82295636,162437521
33173119,267134374
139885879,127982235
128289511,101744589
34702432,48329980
46010609,166482902
99288945,159337725
22509276,277344590
24029586,317920037
70012916,156842239
131785898,247504359
17048049,312837956
120305341,98445367
45069561,214567325
12730285,5490832
44908934,392172016
104732482,248664568
125316855,374602448
96356617,388933229
111850848,277256628
138301582,255802340
140423268,399676741
96343297,144065810
116349225,60984858
88643555,19018708
15381495,397782259
10765825,395040087
19442807,250465449
125316855,325165634
101748138,171514569
110528286,260854017
111850848,38832141
33173119,287197208
136571906,357943728
52534043,288470601
2910556,279402340
97291358,201014813
75500533,382113388
99796276,357441294
111695487,361650227
135565094,105933981
105601174,220436274
7277182,6157860
111850848,121782009
54691351,16283077
116434661,77710289
35941637,367280754
40974590,25875862
14012650,344399312
10765825,356227492
124992372,349034390
120305341,292894788
95721550,263271804
140257001,339487424
28948171,99730977
6177572,106339058
140257001,274780125
101748138,198274456
122081386,79728788
108797805,233463621
76352172,118448785
142073213,249639658
94723090,46400249
111768420,314455583
17048049,91712291
109613455,260459828
42031986,156612989
81506172,403269997
109613455,183245266
189833,80742453
62989173,282691975
87942719,185280170
15642495,241179120
112976136,80796732
54691351,310454711
98832840,325230723
48885147,58119703
87942719,140149352
2896763,314552636
33245877,99150223
128289511,6237807
17677320,264244582
118635428,146277920
18781926,268537139
36738292,131009630
3447448,181483037
106573767,195654330
45519798,191554875
13069552,120427372
98832840,97069558
56279008,19175880
83954147,68510732
127641352,367571270
68961612,267279061
12730285,106681288
118986002,2804064
62989173,156056652
117262198,103222059
138390959,144624684
88643555,133124112
54691351,343671874
91301440,38060008
81328294,132968128
125316855,353915788
12730285,338787885
36738292,173170152
136220191,220436274
105805037,177718505
7277182,318486143
119990802,333028913
87942719,66089865
80945120,201128882
54691351,377426620
45069561,382732854
81157363,94295806
104997704,334055192
80332039,65587196
54691351,284417223
45159377,74856859
131785898,42309031
54691351,114714917
72820368,6975016
27840504,75220272
134621791,126219377
5460550,252482360
72703245,264105416
38915660,86460408
25515014,245051277
123963959,326442604
87942719,194701908
90720609,119148867
96343297,232205310
74405788,400203284
116232438,30589824
140257001,215374937
110710438,293123213
128289511,6067420
104732482,198559258
124259296,231088703
75167088,98656648
8886191,330613934
90720609,349517971
58008140,82641031
30368071,131240872
98367095,133907326
131997583,355398304
56279008,232655414
69152695,23588298
67684356,360970227
138337202,382707070
123963959,234948427
18781926,146097768
5786807,270325627
131565054,75883157
68711920,382246490
45519798,84019664
2910556,69339912
19338057,377086296
45519798,366026512
111195634,81241783
72076185,224178561
124063835,196267944
120305341,377607849
22005280,244744584
118986002,323843763
92454730,239403545
48270094,307062641
93795297,303205878
48885147,397425291
120305341,127861086
138301582,138781972
54691351,131418388
7277182,65588305
45616833,3553987
136571906,83261906
123963959,209154426
54691351,23292676
124259296,243249090
43300693,73400314
19704074,103835557
138301582,275603274
47294743,65482073
29226661,5400429
52610714,42279739
74405788,189681358
40364499,26729824
65305165,379343749
104732482,265023318
3162324,167898663
7277182,192326494
125316855,49907501
19442807,345439611
98798352,321439400
29420856,400889048
140423268,171936003
69159969,115040319
33173119,93393987
122338823,1519359
109597580,228234743
116527079,399672601
79359253,375841925
40081301,310245799
135488940,58250143
18927299,252606808
24029586,84907912
119627646,377958748
125316855,11534602
101748138,93130711
98798352,129819343
136197283,108758604
122338823,119847238
7277182,387233288
33173119,395809099
130844739,292177886
125577545,27708674
119115304,393786902
130031214,254266874
35941637,157984068
5460550,184460505
15381495,378406897
43300693,68454568
15642495,17628245
51013339,210290989
140423268,181887111
107857272,160497583
96356617,347772482
31850208,358509143
29420856,95675120
27840504,132865291
105591402,36610373
92984080,124170425
83954147,206665850
72181751,120455531
72181751,98744290
83954147,148600516
120305341,338018239
71714329,170968016
45069561,145708067
45519798,311539855
75225256,60564198
127641352,242479402
45069561,30750227
135565094,119796107
72820368,281400251
17677320,231181550
138390959,20273481
74405788,368139373
128289511,82886875
105313845,289094989
109597580,18336795
128289511,232659061
52512070,274132663
129558614,7020461
128289511,199118250
17048049,231390479
140423268,304458092
81328294,321886986
118986002,162944170
118986002,403451606
125316855,13017276
119990802,66722357
6556740,50530558
16010946,342598663
74285031,39853824
98798352,316555195
6177572,375573215
43300693,262423558
123963959,74794170
54598175,46610465
129558614,352903158
98798352,207396501
118986002,154881406
110007607,263775035
104997704,287045289
130987421,62815514
24029586,357104534
18245913,115305762
128289511,29763654
107857272,281891945
110007607,64912863
3162324,37993957
96343297,330900915
71702944,117191933
19704074,309984252
108179658,149402682
96356617,150556586
43300693,322636137
109155337,128425946
99027668,231442133
109613455,213365946
10765825,343761038
87895521,111719135
72076185,76458143
117262198,191242549
10765825,396697146
138390959,131879680
118986002,144505393
120305341,154796317
140257001,198852285
97933481,240344707
131565054,20445758
20942421,228576407
30385077,11139546
128289511,166089275
131565054,172456420
140257001,328533061
140423268,357522550
6228124,360135153
64471307,166976717
72703245,189344359
131785898,254385676
27840504,72873006
49683822,399672601
125227357,353892706
68961612,367725715
120305341,156297357
42031986,58418192
125316855,251442342
51013339,353369244
98832840,346917040
120305341,99391402
12730285,262244954
101748138,128468754
47065920,103231828
48920955,90309346
17048049,131958666
24029586,312858262
45069561,376439544
138390959,178158276
51013339,310833686
73197087,19031687
70503301,177520549
125316855,400592167
130216411,113436129
104997704,221528919
138390959,382572636
120305341,321551445
54691351,305687250
120305341,253798929
22340122,272189701
68285359,240149151
22125304,279321777
96356617,373519017
119653720,294167986
22874532,273950341
45519798,348934004
36738292,402305651
125064940,172241091
81506172,149069840
79505279,9224141
36738292,235567472
140502795,335051115
100625191,313891623
54691351,16361909
27032913,316067023
48505064,122112256
118986002,276843093
28948171,349769905
22005280,240981350
28975138,121145786
131785898,289142496
96356617,217476517
15642495,342653227
38915660,155760837
22841491,217684420
111850848,28827326
122338823,367930526
82960193,240980648
93232203,175052629
96343297,333308532
96356617,45486049
68961612,235412606
124063835,157402071
69452078,75214044
83954147,100095537
98798352,69954705
134424507,166874823
75500533,118493616
81506172,79750204
80332039,159202517
77881862,107216417
105805037,181448934
81157363,322271513
96343297,81697151
42982005,185658320
45519798,134633443
120305341,143215991
120305341,215082369
76352172,231167384
83108816,401969150
128180595,195045826
9996155,94788303
135639209,236509892
81506172,135092955
120305341,273501352
111850848,388804573
17048049,284210318
140423268,166111057
116369265,368722459
70012916,262993254
118635428,308057575
74285031,283579043
123963959,124680944
33173119,157042467
141187200,140507808
36738292,189633102
124063835,244744584
118986002,34223154
97730927,57522431
24029586,121179482
12730285,71407254
51099335,332762802
120305341,230735725
104732482,376514854
59419662,289863784
111909694,52970958
140423268,262327338
32191955,165623717
